ID,HashTags,TweetText,Output,mentions_other,URLs,User
670,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;",,nattired
671,,"Alabama rapists thank the state GOP for finally giving every one of them the option to pick the mother of their next child.   
#RoevWade","Alabama rapists thank the state GOP for finally giving every one of them the option to pick the mother of their next child.   
#RoevWade","Alabama,GOP;",,kuhndl
672,,"I'm still waiting for crusader for women's rights, Ivanka Trump to rebuke Alabama lawmakers. Has anyone heard from her, or is she doing what she usually does when women's rights are under assault — which is go into hiding. #AlabamaAbortionBan #RoeVWade #WomensRightsAreHumanRights ","I'm still waiting for crusader for women's rights, Ivanka Trump to rebuke Alabama lawmakers. Has anyone heard from her, or is she doing what she usually does when women's rights are under assault — which is go into hiding. #AlabamaAbortionBan #RoeVWade #WomensRightsAreHumanRights ","Ivanka Trump,Alabama;;",,marycaddell
673,,27 white males just decided what Alabama women can and can’t do with their own bodies and lives.  *(Males cause 100% of unwanted pregnancies),27 white males just decided what Alabama women can and can’t do with their own bodies and lives.  *(Males cause 100% of unwanted pregnancies),Alabama;,,jerzymare
674,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;",,DonPete65696988
675,,"45 people and their 87,000 bots with cartoon character profile images and less than 20 followers are out debating #RoeVWade today on Twitter.","45 people and their 87,000 bots with cartoon character profile images and less than 20 followers are out debating #RoeVWade today on Twitter.",Twitter,,lightblue2
676,RoeVWade,"""The shame in saying 'I had an Abortion' came from our cultural messaging."" #RoeVWade ","""The shame in saying 'I had an Abortion' came from our cultural messaging."" #RoeVWade ",Abortion,https://thenib.com/so-i-ve-had-an-abortion-don-t-hang-me-for-it,sandbirde
677,,"It's not just Alabama that condones rape and incest with their draconian Abortion law. 

This is the opening salvo in overturning #RoeVWade. 

The #CorruptGOP will stop at nothing to keep women as breeders to advance their dream of a #WhiteAmerica. 

#DontGetMadGetActive ","It's not just Alabama that condones rape and incest with their draconian Abortion law. 

This is the opening salvo in overturning #RoeVWade. 

The #CorruptGOP will stop at nothing to keep women as breeders to advance their dream of a #WhiteAmerica. 

#DontGetMadGetActive ","Alabama,Abortion;;;",,abramson1234
678,,27 white males just decided what Alabama women can and can’t do with their own bodies and lives.  *(Males cause 100% of unwanted pregnancies),27 white males just decided what Alabama women can and can’t do with their own bodies and lives.  *(Males cause 100% of unwanted pregnancies),Alabama;,,AnaRodeV
679,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;",,mrstreed2011
680,"fiverr, AlabamaAbortionBan","Are you looking for convert PSD to HTML? Contact me at any time on #fiverr
Jets Gase #AlabamaAbortionBan #WednesdayWisdom Black Mirror #RoeVWade Morty 
","Are you looking for convert PSD to HTML? Contact me at any time on #fiverr
Jets Gase #AlabamaAbortionBan #WednesdayWisdom Black Mirror #RoeVWade Morty 
","PSD,HTML;Jets Gase,Black Mirror,Morty",https://twitter.com/i/web/status/1128733653503074304,shafiqhammad7
681,RoeVWade,"The Supreme Court said in #RoeVWade that every American woman's right to privacy—their right to choose—is ""fundamental."" It is a civil right.

Taking away that freedom—as the #AlabamaAbortionBan does—is not only illegal, it is an attempt to drag us backwards. #WeWontGoBack","The Supreme Court said in #RoeVWade that every American woman's right to privacy—their right to choose—is ""fundamental."" It is a civil right.

Taking away that freedom—as the #AlabamaAbortionBan does—is not only illegal, it is an attempt to drag us backwards. #WeWontGoBack","Supreme Court,American;;;",,CrazyCommonCens
682,,"I was adopted. My birthparents put me up for adoption before I was even born. My birthmother could've elected to have me aborted, since the pregnancy was out of wedlock and all that, but she chose to have me anyway.

And I still support a woman's right to choose. #RoeVWade","I was adopted. My birthparents put me up for adoption before I was even born. My birthmother could've elected to have me aborted, since the pregnancy was out of wedlock and all that, but she chose to have me anyway.

And I still support a woman's right to choose. #RoeVWade",;;;;,https://twitter.com/i/web/status/1128733655797571584,Kamunt
683,maga,"Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion,Israel;Alabama,US,Israel",,Instigator75
684,maga,"Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion,Israel;Alabama,US,Israel",,6bottoms
685,RoeVWade,"""The shame in saying 'I had an Abortion' came from our cultural messaging."" #RoeVWade ","""The shame in saying 'I had an Abortion' came from our cultural messaging."" #RoeVWade ",Abortion;,https://thenib.com/so-i-ve-had-an-abortion-don-t-hang-me-for-it,HumanFox030
686,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;",,MamaBaum
687,RoeVWade,"If a woman dies during childbirth, then the man who orgasmed inside her should be charged with murder. #RoeVWade","If a woman dies during childbirth, then the man who orgasmed inside her should be charged with murder. #RoeVWade",;,,ElleGarciaNY
688,,Alabama has the right idea! We must BAN ABORTION and stop MURDERING BABIES so they can grow up and get shot and killed in the classroom like NORMAL children! #RoeVWade #MAGA #Alabama,Alabama has the right idea! We must BAN ABORTION and stop MURDERING BABIES so they can grow up and get shot and killed in the classroom like NORMAL children! #RoeVWade #MAGA #Alabama,Alabama;ABORTION;,,garypv7
689,,"please take two minutes to read this, it’s incredibly important and pertinent to what’s happening in several states. the weight of the legislation that’s being passed needs to be realized. #RoeVWade ","please take two minutes to read this, it’s incredibly important and pertinent to what’s happening in several states. the weight of the legislation that’s being passed needs to be realized. #RoeVWade ",;;,,kam_conley
690,RoeVWade,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Americans,,mcgrewm
691,,27 white males just decided what Alabama women can and can’t do with their own bodies and lives.  *(Males cause 100% of unwanted pregnancies),27 white males just decided what Alabama women can and can’t do with their own bodies and lives.  *(Males cause 100% of unwanted pregnancies),Alabama;,,petedeatherage
692,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;",,graceandrene
693,"WarOnWomen, RepublicansHateGirlsAndWomen",The @GOP hates us. This is not up for debate anymore. #WarOnWomen #RepublicansHateGirlsAndWomen #WomensRightsAreHumanRights #HandmaidsTale #Alabama #RoeVWade #LindseyGrahamObstructed #wednesdaythoughts #wednesdaymotivation #wednesdaywisdom #VoteBlueNoMatterWho Alabama,The @GOP hates us. This is not up for debate anymore. #WarOnWomen #RepublicansHateGirlsAndWomen #WomensRightsAreHumanRights #HandmaidsTale #Alabama #RoeVWade #LindseyGrahamObstructed #wednesdaythoughts #wednesdaymotivation #wednesdaywisdom #VoteBlueNoMatterWho Alabama,;;,,Our4thEstate
694,maga,"Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion,Israel;Alabama,US,Israel",,zteca72
